benchmark,ablation,benchmark_label,seed,step,item,truth,prediction,probability,brier,entropy,top_theory,top_weight,correction_asked,correction_applied,correction_feature,correction_action
devices,full,devices (full),1,7,laptop,1,1,0.19182863089936464,0.6531409618339954,3.38113989474187,"lambda f: f.get('is_electronic', False)",0.14460676885271906,1,1,has_processor,verify_extraction
devices,full,devices (full),1,8,book,0,0,0.14460676885271906,0.020911117598023717,3.0077771758063663,"lambda f: f.get('is_electronic', False)",0.18884135178554437,1,1,requires_power,reduce
devices,full,devices (full),1,9,smartphone,1,1,0.18884135178554437,0.6579783525731029,3.0048264289356075,"lambda f: f.get('is_electronic', False)",0.18669695055473318,1,1,has_processor,verify_extraction
devices,full,devices (full),1,10,router,1,1,0.18669695055473318,0.6614618502369702,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,is_electronic,reduce
devices,ablate_recency_blend,devices (ablate_recency_blend),0,1,ceramic cup,0,1,0.5,0.25,0.25370944677224216,"lambda f: f.get('is_electronic', False)",0.95748442516068,0,0,,
devices,ablate_recency_blend,devices (ablate_recency_blend),0,2,game console,1,1,0.95748442516068,0.00180757410391782,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,ablate_recency_blend,devices (ablate_recency_blend),0,3,smartphone,1,1,0.13350719108369227,0.750809787903673,1.65461184971844,"lambda f: f.get('has_processor', False)",0.39383194861776827,1,1,is_electronic,reduce
devices,ablate_recency_blend,devices (ablate_recency_blend),0,4,pen,0,0,0.39383194861776827,0.15510360375206847,3.1413330947252214,"lambda f: f.get('is_electronic', False)",0.14018524238258928,0,0,,
devices,ablate_recency_blend,devices (ablate_recency_blend),0,5,camera,1,1,0.14018524238258928,0.7392814174166866,3.576477864123043,"lambda f: f.get('is_electronic', False)",0.1301241486142336,1,1,has_processor,reduce
devices,ablate_recency_blend,devices (ablate_recency_blend),0,6,book,0,0,0.1301241486142336,0.016932294052579153,3.1677160528039443,"lambda f: f.get('is_electronic', False)",0.17261724202309375,1,1,requires_power,reduce
devices,ablate_recency_blend,devices (ablate_recency_blend),0,7,router,1,1,0.17261724202309375,0.6845622281974717,3.020114913654709,"lambda f: f.get('is_electronic', False)",0.17900479118739213,1,1,has_processor,reduce
devices,ablate_recency_blend,devices (ablate_recency_blend),0,8,laptop,1,1,0.17900479118739213,0.6740331328932576,3.0161723220596297,"lambda f: f.get('is_electronic', False)",0.1777584732998637,1,1,requires_power,reduce
devices,ablate_recency_blend,devices (ablate_recency_blend),0,9,projector,1,1,0.1777584732998637,0.676081128230171,3.0260085077195624,"lambda f: f.get('is_electronic', False)",0.15922064813546283,1,1,is_electronic,reduce
devices,ablate_recency_blend,devices (ablate_recency_blend),0,10,wooden chair,0,0,0.15922064813546283,0.025351214792676862,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,has_processor,verify_extraction
devices,ablate_recency_blend,devices (ablate_recency_blend),1,1,wooden chair,0,1,0.5,0.25,2.5327295134094223,"lambda f: f.get('is_electronic', False)",0.2146469496428718,0,0,,
devices,ablate_recency_blend,devices (ablate_recency_blend),1,2,game console,1,1,0.2146469496428718,0.6167794137052459,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,ablate_recency_blend,devices (ablate_recency_blend),1,3,projector,1,1,0.13350719108369227,0.750809787903673,2.6473560785906645,"lambda f: f.get('is_electronic', False)",0.1986880325867219,1,1,has_processor,reduce
devices,ablate_recency_blend,devices (ablate_recency_blend),1,4,ceramic cup,0,0,0.1986880325867219,0.03947693429318227,3.5141901643487543,"lambda f: f.get('is_electronic', False)",0.159074953358425,0,0,,
devices,ablate_recency_blend,devices (ablate_recency_blend),1,5,pen,0,0,0.159074953358425,0.02530484078598509,3.4968224936006194,"lambda f: f.get('is_electronic', False)",0.16793401297418392,1,1,requires_power,reduce
devices,ablate_recency_blend,devices (ablate_recency_blend),1,6,camera,1,1,0.16793401297418392,0.6923338067652455,3.125263143724091,"lambda f: f.get('is_electronic', False)",0.19182863089936464,1,1,is_electronic,reduce
devices,ablate_recency_blend,devices (ablate_recency_blend),1,7,laptop,1,1,0.19182863089936464,0.6531409618339954,3.38113989474187,"lambda f: f.get('is_electronic', False)",0.14460676885271906,1,1,has_processor,verify_extraction
devices,ablate_recency_blend,devices (ablate_recency_blend),1,8,book,0,0,0.14460676885271906,0.020911117598023717,3.0077771758063663,"lambda f: f.get('is_electronic', False)",0.18884135178554437,1,1,requires_power,reduce
devices,ablate_recency_blend,devices (ablate_recency_blend),1,9,smartphone,1,1,0.18884135178554437,0.6579783525731029,3.0048264289356075,"lambda f: f.get('is_electronic', False)",0.18669695055473318,1,1,has_processor,verify_extraction
devices,ablate_recency_blend,devices (ablate_recency_blend),1,10,router,1,1,0.18669695055473318,0.6614618502369702,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,is_electronic,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),0,1,ceramic cup,0,1,0.5,0.25,0.25370944677224216,"lambda f: f.get('is_electronic', False)",0.95748442516068,0,0,,
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),0,2,game console,1,1,0.95748442516068,0.00180757410391782,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),0,3,smartphone,1,1,0.13350719108369227,0.750809787903673,3.14314234102718,"lambda f: f.get('is_electronic', False)",0.1346407090336788,1,1,is_electronic,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),0,4,pen,0,0,0.1346407090336788,0.018128120529091758,3.1413330947252214,"lambda f: f.get('is_electronic', False)",0.14018524238258928,0,0,,
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),0,5,camera,1,1,0.14018524238258928,0.7392814174166866,3.576477864123043,"lambda f: f.get('is_electronic', False)",0.1301241486142336,1,1,has_processor,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),0,6,book,0,0,0.1301241486142336,0.016932294052579153,3.3278749079543037,"lambda f: f.get('is_electronic', False)",0.1733612424213776,1,1,requires_power,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),0,7,router,1,1,0.1733612424213776,0.6833316355311284,3.020114913654709,"lambda f: f.get('is_electronic', False)",0.17900479118739213,1,1,has_processor,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),0,8,laptop,1,1,0.17900479118739213,0.6740331328932576,3.0161723220596297,"lambda f: f.get('is_electronic', False)",0.1777584732998637,1,1,requires_power,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),0,9,projector,1,1,0.1777584732998637,0.676081128230171,3.0260085077195624,"lambda f: f.get('is_electronic', False)",0.15922064813546283,1,1,is_electronic,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),0,10,wooden chair,0,0,0.15922064813546283,0.025351214792676862,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,has_pages,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),1,1,wooden chair,0,1,0.5,0.25,2.5327295134094223,"lambda f: f.get('is_electronic', False)",0.2146469496428718,0,0,,
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),1,2,game console,1,1,0.2146469496428718,0.6167794137052459,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),1,3,projector,1,1,0.13350719108369227,0.750809787903673,2.6473560785906645,"lambda f: f.get('is_electronic', False)",0.1986880325867219,1,1,has_processor,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),1,4,ceramic cup,0,0,0.1986880325867219,0.03947693429318227,3.5141901643487543,"lambda f: f.get('is_electronic', False)",0.159074953358425,0,0,,
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),1,5,pen,0,0,0.159074953358425,0.02530484078598509,3.4968224936006194,"lambda f: f.get('is_electronic', False)",0.16793401297418392,1,1,requires_power,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),1,6,camera,1,1,0.16793401297418392,0.6923338067652455,3.125263143724091,"lambda f: f.get('is_electronic', False)",0.19182863089936464,1,1,is_electronic,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),1,7,laptop,1,1,0.19182863089936464,0.6531409618339954,3.38113989474187,"lambda f: f.get('is_electronic', False)",0.14460676885271906,1,1,has_processor,verify_extraction
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),1,8,book,0,0,0.14460676885271906,0.020911117598023717,3.0077771758063663,"lambda f: f.get('is_electronic', False)",0.18884135178554437,1,1,requires_power,reduce
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),1,9,smartphone,1,1,0.18884135178554437,0.6579783525731029,3.0048264289356075,"lambda f: f.get('is_electronic', False)",0.18669695055473318,1,1,has_processor,verify_extraction
devices,ablate_stale_feature_demotion,devices (ablate_stale_feature_demotion),1,10,router,1,1,0.18669695055473318,0.6614618502369702,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,is_electronic,reduce
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),0,1,ceramic cup,0,1,0.5,0.25,0.25370944677224216,"lambda f: f.get('is_electronic', False)",0.95748442516068,0,0,,
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),0,2,game console,1,1,0.95748442516068,0.00180757410391782,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),0,3,smartphone,1,1,0.13350719108369227,0.750809787903673,3.14314234102718,"lambda f: f.get('is_electronic', False)",0.1346407090336788,1,1,is_electronic,reduce
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),0,4,pen,0,0,0.1346407090336788,0.018128120529091758,3.1413330947252214,"lambda f: f.get('is_electronic', False)",0.14018524238258928,0,0,,
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),0,5,camera,1,1,0.14018524238258928,0.7392814174166866,3.576477864123043,"lambda f: f.get('is_electronic', False)",0.1301241486142336,1,1,has_processor,reduce
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),0,6,book,0,0,0.1301241486142336,0.016932294052579153,3.3278749079543037,"lambda f: f.get('is_electronic', False)",0.1733612424213776,1,1,requires_power,reduce
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),0,7,router,1,1,0.1733612424213776,0.6833316355311284,3.020114913654709,"lambda f: f.get('is_electronic', False)",0.17900479118739213,1,1,has_processor,reduce
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),0,8,laptop,1,1,0.17900479118739213,0.6740331328932576,3.0161723220596297,"lambda f: f.get('is_electronic', False)",0.1777584732998637,1,1,has_processor,verify_extraction
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),0,9,projector,1,1,0.1777584732998637,0.676081128230171,3.0260085077195624,"lambda f: f.get('is_electronic', False)",0.15922064813546283,1,1,requires_power,reduce
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),0,10,wooden chair,0,0,0.15922064813546283,0.025351214792676862,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,has_pages,reduce
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),1,1,wooden chair,0,1,0.5,0.25,2.5327295134094223,"lambda f: f.get('is_electronic', False)",0.2146469496428718,0,0,,
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),1,2,game console,1,1,0.2146469496428718,0.6167794137052459,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),1,3,projector,1,1,0.13350719108369227,0.750809787903673,2.6473560785906645,"lambda f: f.get('is_electronic', False)",0.1986880325867219,1,1,has_processor,reduce
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),1,4,ceramic cup,0,0,0.1986880325867219,0.03947693429318227,3.5141901643487543,"lambda f: f.get('is_electronic', False)",0.159074953358425,0,0,,
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),1,5,pen,0,0,0.159074953358425,0.02530484078598509,3.4968224936006194,"lambda f: f.get('is_electronic', False)",0.16793401297418392,1,1,requires_power,reduce
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),1,6,camera,1,1,0.16793401297418392,0.6923338067652455,3.125263143724091,"lambda f: f.get('is_electronic', False)",0.19182863089936464,1,1,requires_power,reduce
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),1,7,laptop,1,1,0.19182863089936464,0.6531409618339954,3.38113989474187,"lambda f: f.get('is_electronic', False)",0.14460676885271906,1,1,has_processor,verify_extraction
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),1,8,book,0,0,0.14460676885271906,0.020911117598023717,3.0077771758063663,"lambda f: f.get('is_electronic', False)",0.18884135178554437,1,1,has_processor,verify_extraction
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),1,9,smartphone,1,1,0.18884135178554437,0.6579783525731029,3.0048264289356075,"lambda f: f.get('is_electronic', False)",0.18669695055473318,1,1,has_processor,verify_extraction
devices,ablate_active_learning_cooldown,devices (ablate_active_learning_cooldown),1,10,router,1,1,0.18669695055473318,0.6614618502369702,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,is_electronic,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),0,1,ceramic cup,0,1,0.5,0.25,0.25370944677224216,"lambda f: f.get('is_electronic', False)",0.95748442516068,0,0,,
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),0,2,game console,1,1,0.95748442516068,0.00180757410391782,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),0,3,smartphone,1,1,0.13350719108369227,0.750809787903673,3.14314234102718,"lambda f: f.get('is_electronic', False)",0.1346407090336788,1,1,is_electronic,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),0,4,pen,0,0,0.1346407090336788,0.018128120529091758,3.1413330947252214,"lambda f: f.get('is_electronic', False)",0.14018524238258928,0,0,,
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),0,5,camera,1,1,0.14018524238258928,0.7392814174166866,3.576477864123043,"lambda f: f.get('is_electronic', False)",0.1301241486142336,1,1,has_processor,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),0,6,book,0,0,0.1301241486142336,0.016932294052579153,3.3278749079543037,"lambda f: f.get('is_electronic', False)",0.1733612424213776,1,1,requires_power,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),0,7,router,1,1,0.1733612424213776,0.6833316355311284,3.020114913654709,"lambda f: f.get('is_electronic', False)",0.17900479118739213,1,1,has_processor,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),0,8,laptop,1,1,0.17900479118739213,0.6740331328932576,3.0161723220596297,"lambda f: f.get('is_electronic', False)",0.1777584732998637,1,1,requires_power,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),0,9,projector,1,1,0.1777584732998637,0.676081128230171,3.0260085077195624,"lambda f: f.get('is_electronic', False)",0.15922064813546283,1,1,is_electronic,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),0,10,wooden chair,0,0,0.15922064813546283,0.025351214792676862,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,has_pages,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),1,1,wooden chair,0,1,0.5,0.25,2.5327295134094223,"lambda f: f.get('is_electronic', False)",0.2146469496428718,0,0,,
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),1,2,game console,1,1,0.2146469496428718,0.6167794137052459,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),1,3,projector,1,1,0.13350719108369227,0.750809787903673,2.6473560785906645,"lambda f: f.get('is_electronic', False)",0.1986880325867219,1,1,has_processor,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),1,4,ceramic cup,0,0,0.1986880325867219,0.03947693429318227,3.5141901643487543,"lambda f: f.get('is_electronic', False)",0.159074953358425,0,0,,
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),1,5,pen,0,0,0.159074953358425,0.02530484078598509,3.4968224936006194,"lambda f: f.get('is_electronic', False)",0.16793401297418392,1,1,requires_power,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),1,6,camera,1,1,0.16793401297418392,0.6923338067652455,3.125263143724091,"lambda f: f.get('is_electronic', False)",0.19182863089936464,1,1,is_electronic,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),1,7,laptop,1,1,0.19182863089936464,0.6531409618339954,3.38113989474187,"lambda f: f.get('is_electronic', False)",0.14460676885271906,1,1,has_processor,verify_extraction
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),1,8,book,0,0,0.14460676885271906,0.020911117598023717,3.0077771758063663,"lambda f: f.get('is_electronic', False)",0.18884135178554437,1,1,requires_power,reduce
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),1,9,smartphone,1,1,0.18884135178554437,0.6579783525731029,3.0048264289356075,"lambda f: f.get('is_electronic', False)",0.18669695055473318,1,1,has_processor,verify_extraction
devices,ablate_confirmation_memory_floor,devices (ablate_confirmation_memory_floor),1,10,router,1,1,0.18669695055473318,0.6614618502369702,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,is_electronic,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),0,1,ceramic cup,0,1,0.5,0.25,0.25370944677224216,"lambda f: f.get('is_electronic', False)",0.95748442516068,0,0,,
devices,ablate_anchor_override,devices (ablate_anchor_override),0,2,game console,1,1,0.95748442516068,0.00180757410391782,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,ablate_anchor_override,devices (ablate_anchor_override),0,3,smartphone,1,1,0.13350719108369227,0.750809787903673,3.14314234102718,"lambda f: f.get('is_electronic', False)",0.1346407090336788,1,1,is_electronic,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),0,4,pen,0,0,0.1346407090336788,0.018128120529091758,3.1413330947252214,"lambda f: f.get('is_electronic', False)",0.14018524238258928,0,0,,
devices,ablate_anchor_override,devices (ablate_anchor_override),0,5,camera,1,1,0.14018524238258928,0.7392814174166866,3.576477864123043,"lambda f: f.get('is_electronic', False)",0.1301241486142336,1,1,has_processor,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),0,6,book,0,0,0.1301241486142336,0.016932294052579153,3.3278749079543037,"lambda f: f.get('is_electronic', False)",0.1733612424213776,1,1,requires_power,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),0,7,router,1,1,0.1733612424213776,0.6833316355311284,3.020114913654709,"lambda f: f.get('is_electronic', False)",0.17900479118739213,1,1,has_processor,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),0,8,laptop,1,1,0.17900479118739213,0.6740331328932576,3.0161723220596297,"lambda f: f.get('is_electronic', False)",0.1777584732998637,1,1,requires_power,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),0,9,projector,1,1,0.1777584732998637,0.676081128230171,3.0260085077195624,"lambda f: f.get('is_electronic', False)",0.15922064813546283,1,1,is_electronic,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),0,10,wooden chair,0,0,0.15922064813546283,0.025351214792676862,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,has_pages,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),1,1,wooden chair,0,1,0.5,0.25,2.5327295134094223,"lambda f: f.get('is_electronic', False)",0.2146469496428718,0,0,,
devices,ablate_anchor_override,devices (ablate_anchor_override),1,2,game console,1,1,0.2146469496428718,0.6167794137052459,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,ablate_anchor_override,devices (ablate_anchor_override),1,3,projector,1,1,0.13350719108369227,0.750809787903673,2.6473560785906645,"lambda f: f.get('is_electronic', False)",0.1986880325867219,1,1,has_processor,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),1,4,ceramic cup,0,0,0.1986880325867219,0.03947693429318227,3.5141901643487543,"lambda f: f.get('is_electronic', False)",0.159074953358425,0,0,,
devices,ablate_anchor_override,devices (ablate_anchor_override),1,5,pen,0,0,0.159074953358425,0.02530484078598509,3.4968224936006194,"lambda f: f.get('is_electronic', False)",0.16793401297418392,1,1,requires_power,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),1,6,camera,1,1,0.16793401297418392,0.6923338067652455,3.125263143724091,"lambda f: f.get('is_electronic', False)",0.19182863089936464,1,1,is_electronic,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),1,7,laptop,1,1,0.19182863089936464,0.6531409618339954,3.38113989474187,"lambda f: f.get('is_electronic', False)",0.14460676885271906,1,1,has_processor,verify_extraction
devices,ablate_anchor_override,devices (ablate_anchor_override),1,8,book,0,0,0.14460676885271906,0.020911117598023717,3.0077771758063663,"lambda f: f.get('is_electronic', False)",0.18884135178554437,1,1,requires_power,reduce
devices,ablate_anchor_override,devices (ablate_anchor_override),1,9,smartphone,1,1,0.18884135178554437,0.6579783525731029,3.0048264289356075,"lambda f: f.get('is_electronic', False)",0.18669695055473318,1,1,has_processor,verify_extraction
devices,ablate_anchor_override,devices (ablate_anchor_override),1,10,router,1,1,0.18669695055473318,0.6614618502369702,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,is_electronic,reduce
noisy_food_adversarial,full,noisy_food_adversarial (full),0,1,soap,0,1,0.5,0.25,3.702071721282309,"lambda f: f.get('is_edible', False)",0.0957434511132773,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),0,2,potato,0,1,0.0957434511132773,0.00916680843108052,4.681751255108947,"lambda f: f.get('is_fruit', False)",0.04808440054213016,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),0,3,banana,1,1,0.04808440054213016,0.9061433084912357,2.83153836293467,"lambda f: f.get('has_sugar', False)",0.18657716522590997,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),0,4,candy,0,1,0.18657716522590997,0.03481103858373651,2.1035075472778395,"lambda f: f.get('is_fruit', False)",0.3439604066513639,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),0,5,grape,1,1,0.3439604066513639,0.43038794804104374,1.852412465273103,"lambda f: f.get('is_fruit', False)",0.3724938575197282,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),0,6,tomato,1,1,0.3724938575197282,0.39376395885047116,1.4528222789729304,"lambda f: f.get('is_fruit', False)",0.61538775888406,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),0,7,orange,1,1,0.61538775888406,0.1479265760162259,1.6475357175444012,"lambda f: f.get('is_fruit', False)",0.4480998433999791,1,1,has_acid,verify_extraction
noisy_food_adversarial,full,noisy_food_adversarial (full),0,8,apple,1,1,0.4480998433999791,0.3045937828551276,1.8506604674635603,"lambda f: f.get('is_fruit', False)",0.4398487908235882,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),0,9,marble,0,0,0.4398487908235882,0.19346695878897263,1.8288359546080317,"lambda f: f.get('is_fruit', False)",0.45590403247725103,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),0,10,plastic ball,0,0,0.45590403247725103,0.20784848682901835,1.8083171261079312,"lambda f: f.get('is_fruit', False)",0.473576021189804,1,1,has_acid,verify_extraction
noisy_food_adversarial,full,noisy_food_adversarial (full),1,1,plastic ball,0,1,0.5,0.25,3.6169675599226427,"lambda f: f.get('is_edible', False)",0.10005106374245751,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),1,2,potato,0,1,0.10005106374245751,0.010010215355997295,3.7130461448891054,"lambda f: f.get('is_fruit', False)",0.10175828289059195,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),1,3,marble,0,0,0.10175828289059195,0.01035474813684174,3.565068408978792,"lambda f: f.get('is_fruit', False)",0.10811497548200301,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),1,4,soap,0,0,0.10811497548200301,0.011688847923474112,4.270614677543173,"lambda f: f.get('is_fruit', False)",0.06575602077673148,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),1,5,candy,0,0,0.06575602077673148,0.0043238542683899425,4.081939283727576,"lambda f: f.get('is_fruit', False)",0.07343506864059011,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),1,6,grape,1,1,0.07343506864059011,0.8585225720250679,2.603924021023202,"lambda f: f.get('is_fruit', False)",0.27180914227566927,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),1,7,apple,1,1,0.27180914227566927,0.5302619252732965,2.5177946956560917,"lambda f: f.get('is_fruit', False)",0.3111969862680405,1,1,has_sugar,reduce
noisy_food_adversarial,full,noisy_food_adversarial (full),1,8,tomato,1,1,0.3111969862680405,0.47444959172623,2.367464833859688,"lambda f: f.get('is_fruit', False)",0.3676800898544528,1,1,has_seed,reduce
noisy_food_adversarial,full,noisy_food_adversarial (full),1,9,banana,1,1,0.3676800898544528,0.39982846876647293,2.254017384856069,"lambda f: f.get('is_fruit', False)",0.3920014528443576,0,0,,
noisy_food_adversarial,full,noisy_food_adversarial (full),1,10,orange,1,1,0.3920014528443576,0.3696622333433719,1.7573699623550778,"lambda f: f.get('is_fruit', False)",0.4737437931311185,1,1,has_acid,verify_extraction
noisy_food_adversarial,ablate_recency_blend,noisy_food_adversarial (ablate_recency_blend),0,1,soap,0,1,0.5,0.25,3.702071721282309,"lambda f: f.get('is_edible', False)",0.0957434511132773,0,0,,
noisy_food_adversarial,ablate_recency_blend,noisy_food_adversarial (ablate_recency_blend),0,2,potato,0,1,0.0957434511132773,0.00916680843108052,4.681751255108947,"lambda f: f.get('is_fruit', False)",0.04808440054213016,0,0,,
noisy_food_adversarial,ablate_recency_blend,noisy_food_adversarial (ablate_recency_blend),0,3,banana,1,1,0.04808440054213016,0.9061433084912357,2.8609336758157236,"lambda f: f.get('has_sugar', False)",0.1864456776824614,0,0,,
noisy_food_adversarial,ablate_recency_blend,noisy_food_adversarial (ablate_recency_blend),0,4,candy,0,1,0.1864456776824614,0.034761990726472285,2.0900089407955385,"lambda f: f.get('is_fruit', False)",0.3444319916293112,0,0,,
noisy_food_adversarial,ablate_recency_blend,noisy_food_adversarial (ablate_recency_blend),0,5,grape,1,1,0.3444319916293112,0.4297694135991114,1.909461697415135,"lambda f: f.get('is_fruit', False)",0.3697904702604898,1,1,is_fruit,reduce
noisy_food_adversarial,ablate_recency_blend,noisy_food_adversarial (ablate_recency_blend),0,6,tomato,1,1,0.3697904702604898,0.3971640513744947,1.4528222789729304,"lambda f: f.get('is_fruit', False)",0.61538775888406,0,0,,
noisy_food_adversarial,ablate_recency_blend,noisy_food_adversarial (ablate_recency_blend),0,7,orange,1,1,0.61538775888406,0.1479265760162259,1.314929981844671,"lambda f: f.get('is_fruit', False)",0.6221918440532971,1,1,has_acid,verify_extraction
